#Position (bp)	insert size
3876345.5	394.3183611044031
3892007.5	306.8616615029901
3907669.5	385.80053908355796
3923331.5	629.7534582775546
3938993.5	406.9994225077601
3954655.5	282.2031479847014
3970317.5	317.2742143127603
3985979.5	284.8300485142511
4001641.5	581.647734375
4017303.5	524.904266998463
4032965.5	545.926676952465
4048627.5	548.4510052122115
4064289.5	409.6451119049355
4079951.5	389.07388742990986
4095613.5	397.2569318757692
4111275.5	280.66086828333454
4126937.5	284.0630076838639
4142599.5	468.39203038773024
4158261.5	477.0935342587781
4173923.5	464.5036523278979
4189585.5	303.0999928423162
4205247.5	294.5540832278717
4220909.5	278.28249123831773
4236571.5	397.6364379692262
4252233.5	410.17731525128727
4267895.5	933.3582217767914
4283557.5	444.07346848179935
4299219.5	392.38552651688826
4314881.5	343.13940370668814
4330543.5	415.0352057802649
4346205.5	279.2629897299353
4361867.5	374.93553223388307
4377529.5	281.9738571855393
4393191.5	278.58095596537447
4408853.5	278.4272932276133
4424515.5	279.1383443130407
4440177.5	280.63937578581465
4455839.5	279.11565849097315
4471501.5	293.4248008368874
4487163.5	403.2834909090909
4502825.5	450.59023066485753
4518487.5	281.0884417072472
4534149.5	402.3559583211036
4549811.5	304.41888268966017
4565473.5	300.6220997679814
4581135.5	295.8446102200671
4596797.5	579.2736186659032
4612459.5	312.51131939437636
4628121.5	280.36284972598787
4643783.5	302.8018208421395
4659445.5	349.0336171788227
4675107.5	280.67478456350693
4690769.5	443.1405810684161
4706431.5	281.90109028718024
4722093.5	354.55220913107513
4737755.5	286.3944419542806
4753417.5	474.06100217864923
4769079.5	432.8606699586281
4784741.5	329.54456824512533
4800403.5	379.3675461554785
4816065.5	334.7969520724435
4831727.5	320.38593055660164
4847389.5	279.28191919935244
4863051.5	315.1160787837939
4878713.5	309.5799834074968
4894375.5	328.29223135599494
4910037.5	423.8996715224222
4925699.5	373.8059573861612
4941361.5	284.61879432624113
4957023.5	277.41203104786547
4972685.5	277.17904734902186
4988347.5	419.0521032166843
5004009.5	278.34008338296604
5019671.5	283.17525847214245
5035333.5	341.94849523809523
5050995.5	311.6104800293148
5066657.5	282.32014697834416
5082319.5	287.1812891022843
5097981.5	277.42018433893577
5113643.5	440.9847007756351
5129305.5	324.6471223798891
5144967.5	305.72835339007923
5160629.5	278.1735843570546
5176291.5	373.49382900740517
5191953.5	363.8393143690737
5207615.5	355.4308644641186
5223277.5	279.0660440293529
5238939.5	279.41851022122654
5254601.5	332.09948320413434
5270263.5	326.13238659308115
5285925.5	336.1190970978144
5301587.5	326.20349599417335
5317249.5	280.75003450655623
5332911.5	304.72425317146366
5348573.5	341.13939899833053
5364235.5	395.69872409469724
5379897.5	295.99127148384775
5395559.5	333.6114744351962
5411221.5	293.4659149914695
5426883.5	353.7604652885826
5442545.5	281.2903887092959
5458207.5	281.42549718017216
5473869.5	282.66301694162905
5489531.5	283.8004452103978
5505193.5	282.29663895916156
5520855.5	286.806920119607
5536517.5	321.9704691426976
5552179.5	331.01041891212185
5567841.5	281.0179783393502
5583503.5	322.3215294373235
5599165.5	310.55014017683845
5614827.5	279.0599607733259
5630489.5	321.92037404363845
5646151.5	295.44525183443756
5661813.5	281.70323070550876
5677475.5	278.04911917098445
5693137.5	280.49752812208925
5708799.5	299.5567919378543
5724461.5	277.17602457676975
5740123.5	281.0623576937202
5755785.5	281.52200292397663
5771447.5	281.87971312930483
5787109.5	281.8228912200029
5802771.5	281.2214525608732
5818433.5	277.18868188821966
5834095.5	280.00418232083365
5849757.5	280.9907240957791
5865419.5	281.4039889666879
5881081.5	283.1887220175687
5896743.5	278.71393488633174
5912405.5	282.85264114030184
5928067.5	276.8232510111006
5943729.5	279.9820962040879
5959391.5	278.0927564964951
5975053.5	281.31713158636234
5990715.5	282.34743859140644
6006377.5	293.30096954799944
6022039.5	281.77818306951133
6037701.5	276.53529796987556
6053363.5	291.6267411491584
6069025.5	280.29097949232755
6084687.5	280.7844030169347
6100349.5	285.9792284866469
6116011.5	285.0573992308788
6131673.5	279.86426536426535
6147335.5	280.25091159270727
6162997.5	287.1639378095762
6178659.5	280.2608256448246
6194321.5	276.5546822517802
6209983.5	283.4998329658582
6225645.5	282.6350559403303
6241307.5	277.72398343629084
6256771.5	275.2536266430566
