#Position (bp)	insert size
7831.5	2021.6336772983113
23493.5	483.90838019476064
39155.5	1852.622391164025
54817.5	1900.27535454197
70479.5	1418.9189975385993
86141.5	338.8942496493689
101803.5	1670.179085155351
117465.5	775.7944802007199
133127.5	841.7309619238476
148789.5	1071.8384441243054
164451.5	422.4157386237923
180113.5	781.2974733946282
195775.5	982.7465086177533
211437.5	553.4614436040777
227099.5	951.453479224773
242761.5	1518.9857664505553
258423.5	1433.3333577551468
274085.5	515.4997886728656
289747.5	1683.0866220735786
305409.5	1673.7671892189219
321071.5	1338.3836086226204
336733.5	557.9551106427818
352395.5	362.54306436990026
368057.5	1266.0564767573696
383719.5	3109.233299448156
399381.5	1331.472602739726
415043.5	1836.697282299374
430705.5	1696.2455224421724
446367.5	1193.1316143656584
462029.5	1460.085842852198
477691.5	612.611453374405
493353.5	313.2225345326052
509015.5	2318.5408429690415
524677.5	2579.1766587948505
540339.5	281.7462246018671
556001.5	686.0358760013933
571663.5	444.4824263038549
587325.5	360.05732530827953
602987.5	889.4882419606176
618649.5	1591.1245986373249
634311.5	1431.111593745064
649973.5	517.2079151943462
665635.5	954.5523636363637
681297.5	398.6963891460722
696959.5	271.7031539888683
712621.5	785.2918892324993
728283.5	1582.947510275588
743945.5	283.2792275574113
759607.5	1020.0050319334237
775269.5	722.9453525250061
790931.5	270.8157428843797
806593.5	681.7978028503563
822255.5	1903.620663875598
837917.5	969.9096612296111
853579.5	1745.3546823739935
869241.5	1239.3966394327115
884903.5	1226.7910566748803
900565.5	279.1284818941504
916227.5	921.2124834971395
931889.5	1178.4017100371748
947551.5	1082.4687222057516
963213.5	6136.835957225605
978875.5	860.4431265654929
994537.5	912.7102571595558
1010199.5	890.1070238957277
1025861.5	732.4315866084426
1041523.5	794.3469793887705
1057185.5	272.6200477662265
1072847.5	275.27799053840954
1088509.5	402.5388562504648
1104171.5	940.2272419754943
1119833.5	1086.9609415226187
1135495.5	895.1444928713895
1151157.5	826.0142456618928
1166819.5	826.0821205821206
1182481.5	1218.9750549216924
1198143.5	1446.2541073384448
1213805.5	976.7437182226807
1229467.5	418.50855365474337
1245129.5	1966.979615865774
1260791.5	618.4557668306292
1276453.5	1478.287255510711
1292115.5	348.9102467649714
1307777.5	2185.5679803322655
1323439.5	1669.7555925577356
1339101.5	329.1271942446043
1354763.5	947.2631816133394
1370425.5	1918.679575265459
1386087.5	767.7948207171315
1401749.5	1379.7102924420813
1417411.5	1185.295704948646
1433073.5	704.3104859335039
1448735.5	1282.3687457678127
1464397.5	364.405587092919
1480059.5	1124.9868035190616
1495721.5	812.4482843945892
1511383.5	602.066493652241
1527045.5	283.2446588559614
1542707.5	1749.789380802578
1558369.5	952.4829847277556
1574031.5	1468.1402781888132
1589693.5	888.0824277371183
1605355.5	1032.5206964239994
1621017.5	658.9394768856448
1636679.5	917.4521921641791
1652341.5	334.95339983248306
1668003.5	1007.0000732332479
1683665.5	634.9753576511123
1699327.5	1176.9096475390534
1714989.5	905.5161314753105
1730651.5	417.5005902316659
1746313.5	1522.5279993921436
1761975.5	773.6345111806456
1777637.5	640.5486588853676
1793299.5	457.29921199011125
1808961.5	721.616711504985
1824623.5	869.7392819269808
1840285.5	2938.7183562083633
1855947.5	1185.0325043465114
1871609.5	1242.390256562361
1887271.5	1242.379031660117
1902933.5	583.1547372458765
1918595.5	641.0609858616737
1934257.5	961.379378768221
1949919.5	621.5652333700846
1965581.5	447.87867454559057
1981243.5	1350.2655562539283
1996905.5	873.697774750227
2012567.5	729.2537277537277
2028229.5	762.5124599640653
2043891.5	292.09616440505135
2059553.5	1577.5086540741327
2075215.5	873.9625453995158
2090877.5	866.4536842105263
2106539.5	283.33741241488207
2122201.5	600.646443043674
2137863.5	1129.3391022174148
2153525.5	581.9046565010658
2169187.5	1001.1215500641848
2184849.5	653.1697891353766
2200511.5	1273.174370886566
2216173.5	606.455401618929
2231835.5	1035.8220353675451
2247497.5	749.2180738889323
2263159.5	1249.975909232204
2278821.5	961.5435614903353
2294483.5	335.11547589819133
2310145.5	1333.612254371035
2325807.5	430.5992336301138
2341469.5	837.4247113936758
2357131.5	1045.6187436755663
2372793.5	835.5685677667415
2388455.5	698.5859790491539
2404117.5	279.95689131754705
2419779.5	710.0069952560907
2435441.5	713.1428334025758
2451103.5	1617.9539706282296
2466765.5	1361.3022561119408
2482427.5	285.9742789598109
2498089.5	549.9057447810391
2513751.5	405.90103622780947
2529413.5	872.3228194726166
2545075.5	795.3350929911476
2560737.5	666.2224269544618
2576399.5	495.1265673981191
2592061.5	1216.6158835627275
2607723.5	1233.0758562562255
2623385.5	536.2190845485965
2639047.5	486.35393759286774
2654709.5	1606.6475816784114
2670371.5	885.4642629735753
2686033.5	521.15250815344
2701695.5	303.05296089385473
2717357.5	773.1272699642884
2733019.5	630.383244490413
2748681.5	767.3703589108911
2764343.5	618.2251098438815
2780005.5	593.4094090482719
2795667.5	513.3343124371956
2811329.5	281.97510723039215
2826991.5	511.95992351816443
2842653.5	497.5914336612191
2858315.5	371.4074542008844
2873977.5	537.4930355791067
2889639.5	769.5063964241677
2905301.5	476.9054675994109
2920963.5	277.536104863104
2936625.5	273.65519409083765
2952287.5	513.9702769853685
2967949.5	393.0413756852144
2983611.5	908.1973281588179
2999273.5	275.1098248286367
3014935.5	349.24669144981414
3030597.5	277.619128880221
3046259.5	1017.7670883926297
3061921.5	589.7084216903969
3077583.5	443.46310350395606
3093245.5	278.40536326785156
3108907.5	337.7653980244044
3124569.5	1084.989424742456
3140231.5	282.1174478970732
3155893.5	370.1319602272727
3171555.5	315.4020985084981
3187217.5	571.1753123816736
3202879.5	458.29454170957774
3218541.5	283.7755538579068
3234203.5	312.79279008636877
3249865.5	1057.4834072488147
3265527.5	337.0189153127698
3281189.5	779.1264072534946
3296851.5	699.1561994410943
3312513.5	357.64302208110837
3328175.5	295.9858442871587
3343837.5	957.8484367920254
3359499.5	430.90825553186795
3375161.5	1243.816067806433
3390823.5	281.75328280933445
3406485.5	362.32250256711166
3422147.5	365.32289193536036
3437809.5	593.5787310098302
3453471.5	417.858331389472
3469133.5	494.8917125405324
3484795.5	494.8667347259306
3500457.5	591.3607391336874
3516119.5	653.0354001759015
3531781.5	437.97780373831773
3547443.5	427.62604194675987
3563105.5	852.1013870794696
3578767.5	666.168655177493
3594429.5	441.466104342393
3610091.5	353.6828787639918
3625753.5	419.10826965271997
3641415.5	778.4461823573017
3657077.5	822.8321464903357
3672739.5	1054.9923447069116
3688401.5	575.6759468498599
3704063.5	450.1476733847066
3719725.5	566.3203101246579
3735387.5	515.0130502101305
3751049.5	452.1782121299224
3766711.5	281.0773163441875
3782373.5	585.8174217087261
3798035.5	652.9064513683572
3813697.5	588.9601982344742
3829359.5	568.4638297872341
3845021.5	576.7700331125828
3860683.5	1567.7271505376343
